claim_id,franchise_id,item_category,date_submitted,quantity,unit_price,requested_total,carrier_approved_total,is_approved_fully,submit_month,submit_day_of_week
CLM-81525,Franchise_FL_04,Drywall Repair,2025-07-04,16.0,59.01,944.16,739.49,0,7.0,4.0
CLM-79357,Franchise_FL_04,Drywall Repair,2025-01-03,3.0,50.9,152.7,152.7,1,1.0,4.0
CLM-13984,Franchise_NY_12,Baseboard Replacement,,19.0,101.38,1926.22,1926.22,1,,
CLM-98670,Franchise_FL_04,Dehumidifier Rental,2025-06-11,1.0,57.25,57.25,57.25,1,6.0,2.0
CLM-39149,Franchise_TX_01,Drywall Repair,,2.0,33.55,67.1,53.53,0,,
CLM-33344,Franchise_NY_12,Antimicrobial Treatment,,17.0,64.3,1093.1,1093.1,1,,
CLM-67789,Franchise_FL_04,Drywall Repair,2025-07-23,28.0,85.47,2393.16,1929.63,0,7.0,2.0
CLM-36522,Franchise_TX_01,Water Extraction - MISC,,34.0,70.76,2405.84,2405.84,1,,
CLM-89366,Franchise_NY_12,Dehumidifier Rental,,30.0,91.37,2741.1,2741.1,1,,
CLM-28677,Franchise_TX_01,Water Extraction - MISC,,10.0,127.74,1277.4,515.9,0,,
CLM-90776,Franchise_NY_12,Antimicrobial Treatment,,40.0,41.22,1648.8,1119.65,0,,
CLM-66542,Franchise_TX_01,Antimicrobial Treatment,,4.0,126.87,507.48,272.24,0,,
CLM-98952,Franchise_NY_12,Dehumidifier Rental,,2.0,61.13,122.26,122.26,1,,
CLM-20986,Franchise_TX_01,Water Extraction,,47.0,19.94,937.18,937.18,1,,
CLM-70377,Franchise_NY_12,Antimicrobial Treatment,,21.0,61.03,1281.63,1281.63,1,,
CLM-69751,Franchise_TX_01,Water Extraction - MISC,,33.0,41.01,1353.33,1353.33,1,,
CLM-22438,Franchise_FL_04,Drywall Repair,2025-09-02,7.0,27.53,192.71,192.71,1,9.0,1.0
CLM-24239,Franchise_FL_04,Antimicrobial Treatment,2025-01-18,24.0,87.42,2098.08,2098.08,1,1.0,5.0
CLM-28406,Franchise_FL_04,Antimicrobial Treatment,2025-11-22,34.0,57.97,1970.98,1970.98,1,11.0,5.0
CLM-38447,Franchise_NY_12,Baseboard Replacement,,24.0,127.82,3067.68,3067.68,1,,
CLM-44308,Franchise_FL_04,Water Extraction,2025-07-23,31.0,149.66,4639.46,4639.46,1,7.0,2.0
CLM-18944,Franchise_NY_12,Water Extraction,,23.0,36.8,846.4,736.24,0,,
CLM-94244,Franchise_NY_12,Water Extraction,,34.0,112.77,3834.18,3834.18,1,,
CLM-54785,Franchise_FL_04,Water Extraction,2025-10-13,47.0,47.3,2223.1,2223.1,1,10.0,0.0
CLM-45709,Franchise_TX_01,Baseboard Replacement,,47.0,15.78,741.66,741.66,1,,
CLM-33266,Franchise_FL_04,Drywall Repair,2025-06-20,3.0,100.49,301.47,301.47,1,6.0,4.0
CLM-47573,Franchise_NY_12,Antimicrobial Treatment,,32.0,99.12,3171.84,3171.84,1,,
CLM-50911,Franchise_TX_01,Dehumidifier Rental - MISC,,10.0,37.01,370.1,183.07,0,,
CLM-61870,Franchise_TX_01,Drywall Repair,,23.0,63.1,1451.3,1451.3,1,,
CLM-32824,Franchise_FL_04,Baseboard Replacement,2025-08-12,14.0,132.26,1851.64,1494.69,0,8.0,1.0
CLM-64265,Franchise_FL_04,Baseboard Replacement,2025-12-27,41.0,134.05,5496.05,4169.0,0,12.0,5.0
CLM-37213,Franchise_FL_04,Baseboard Replacement,2025-02-14,19.0,95.8,1820.2,1820.2,1,2.0,4.0
CLM-20009,Franchise_TX_01,Drywall Repair,,12.0,98.26,1179.12,1179.12,1,,
CLM-35735,Franchise_FL_04,Dehumidifier Rental,2025-06-03,10.0,27.19,271.9,115.58,0,6.0,1.0
CLM-91990,Franchise_FL_04,Dehumidifier Rental,2025-04-14,10.0,71.18,711.8,711.8,1,4.0,0.0
CLM-21426,Franchise_TX_01,Dehumidifier Rental,,17.0,65.95,1121.15,1121.15,1,,
CLM-65016,Franchise_FL_04,Water Extraction,2025-03-28,15.0,71.54,1073.1,1073.1,1,3.0,4.0
CLM-65607,Franchise_NY_12,Dehumidifier Rental,,42.0,35.52,1491.84,1491.84,1,,
CLM-24874,Franchise_NY_12,Antimicrobial Treatment,,28.0,143.78,4025.84,1726.79,0,,
CLM-27384,Franchise_FL_04,Baseboard Replacement,2025-10-12,18.0,19.86,357.48,357.48,1,10.0,6.0
CLM-86091,Franchise_TX_01,Drywall Repair - MISC,,22.0,96.3,2118.6,2118.6,1,,
CLM-35822,Franchise_FL_04,Antimicrobial Treatment,2025-03-25,16.0,36.28,580.48,276.7,0,3.0,1.0
CLM-23691,Franchise_FL_04,Drywall Repair,2025-01-05,25.0,128.85,3221.25,2449.09,0,1.0,6.0
CLM-11989,Franchise_FL_04,Water Extraction,2025-06-16,10.0,122.57,1225.7,1225.7,1,6.0,0.0
CLM-72887,Franchise_TX_01,Drywall Repair - MISC,,3.0,27.52,82.56,48.35,0,,
CLM-40601,Franchise_FL_04,Drywall Repair,2025-12-10,18.0,126.95,2285.1,2285.1,1,12.0,2.0
CLM-99325,Franchise_NY_12,Baseboard Replacement,,4.0,55.34,221.36,221.36,1,,
CLM-32722,Franchise_FL_04,Baseboard Replacement,2025-07-03,31.0,41.67,1291.77,1067.24,0,7.0,3.0
CLM-67886,Franchise_NY_12,Dehumidifier Rental,,2.0,35.89,71.78,71.78,1,,
CLM-57473,Franchise_TX_01,Water Extraction,,48.0,45.86,2201.28,1872.41,0,,
CLM-73608,Franchise_FL_04,Baseboard Replacement,2025-05-06,40.0,22.73,909.2,523.77,0,5.0,1.0
CLM-69674,Franchise_TX_01,Antimicrobial Treatment,,14.0,70.64,988.96,988.96,1,,
CLM-71836,Franchise_NY_12,Baseboard Replacement,,38.0,140.03,5321.14,2572.35,0,,
CLM-43326,Franchise_TX_01,Baseboard Replacement - MISC,,48.0,40.05,1922.4,1922.4,1,,
CLM-16613,Franchise_NY_12,Drywall Repair,,16.0,78.77,1260.32,681.24,0,,
CLM-48023,Franchise_TX_01,Dehumidifier Rental,,40.0,45.43,1817.2,1817.2,1,,
CLM-23121,Franchise_TX_01,Drywall Repair - MISC,,44.0,32.95,1449.8,1449.8,1,,
CLM-72443,Franchise_FL_04,Antimicrobial Treatment,2025-06-17,7.0,87.19,610.33,610.33,1,6.0,1.0
CLM-45697,Franchise_NY_12,Antimicrobial Treatment,,4.0,71.64,286.56,286.56,1,,
CLM-84007,Franchise_TX_01,Baseboard Replacement - MISC,,42.0,42.1,1768.2,1008.79,0,,
CLM-68375,Franchise_FL_04,Antimicrobial Treatment,2025-02-14,41.0,41.56,1703.96,1703.96,1,2.0,4.0
CLM-93869,Franchise_NY_12,Dehumidifier Rental,,41.0,37.47,1536.27,841.14,0,,
CLM-24047,Franchise_FL_04,Water Extraction,2025-03-06,6.0,44.75,268.5,268.5,1,3.0,3.0
CLM-55956,Franchise_NY_12,Antimicrobial Treatment,,43.0,40.74,1751.82,921.58,0,,
CLM-35088,Franchise_FL_04,Baseboard Replacement,2025-09-09,26.0,130.26,3386.76,2118.1,0,9.0,1.0
CLM-83424,Franchise_FL_04,Drywall Repair,2025-10-23,18.0,144.38,2598.84,2598.84,1,10.0,3.0
CLM-99962,Franchise_TX_01,Water Extraction,,29.0,62.22,1804.38,1804.38,1,,
CLM-91055,Franchise_NY_12,Baseboard Replacement,,17.0,141.9,2412.3,2412.3,1,,
CLM-70332,Franchise_TX_01,Water Extraction,,12.0,91.53,1098.36,1098.36,1,,
CLM-81580,Franchise_FL_04,Dehumidifier Rental,2025-07-16,7.0,88.41,618.87,331.25,0,7.0,2.0
CLM-97494,Franchise_TX_01,Drywall Repair,,37.0,144.15,5333.55,4789.73,0,,
CLM-70001,Franchise_NY_12,Baseboard Replacement,,14.0,59.62,834.68,834.68,1,,
CLM-20839,Franchise_TX_01,Antimicrobial Treatment - MISC,,3.0,67.18,201.54,201.54,1,,
CLM-14672,Franchise_TX_01,Baseboard Replacement,,29.0,35.36,1025.44,644.53,0,,
CLM-67643,Franchise_TX_01,Drywall Repair - MISC,,28.0,104.03,2912.84,2912.84,1,,
CLM-85154,Franchise_NY_12,Dehumidifier Rental,,14.0,49.44,692.16,412.43,0,,
CLM-33442,Franchise_TX_01,Baseboard Replacement - MISC,,28.0,55.61,1557.08,1093.02,0,,
CLM-23487,Franchise_TX_01,Dehumidifier Rental,,13.0,38.66,502.58,379.96,0,,
CLM-35296,Franchise_TX_01,Dehumidifier Rental,,50.0,76.7,3835.0,3835.0,1,,
CLM-71446,Franchise_FL_04,Drywall Repair,2025-06-08,28.0,37.08,1038.24,931.29,0,6.0,6.0
CLM-96776,Franchise_TX_01,Dehumidifier Rental,,26.0,74.64,1940.64,925.66,0,,
CLM-62331,Franchise_FL_04,Drywall Repair,2025-09-02,43.0,132.45,5695.35,4511.58,0,9.0,1.0
CLM-43124,Franchise_FL_04,Antimicrobial Treatment,2025-06-24,4.0,64.81,259.24,259.24,1,6.0,1.0
CLM-73037,Franchise_TX_01,Drywall Repair,,15.0,16.87,253.05,221.98,0,,
CLM-85063,Franchise_NY_12,Dehumidifier Rental,,24.0,106.06,2545.44,2545.44,1,,
CLM-64504,Franchise_FL_04,Antimicrobial Treatment,2025-09-06,40.0,107.58,4303.2,4303.2,1,9.0,5.0
CLM-67817,Franchise_TX_01,Antimicrobial Treatment,,8.0,98.82,790.56,790.56,1,,
CLM-27757,Franchise_TX_01,Drywall Repair,,31.0,65.68,2036.08,2036.08,1,,
CLM-35230,Franchise_NY_12,Water Extraction,,11.0,44.32,487.52,256.89,0,,
CLM-42670,Franchise_TX_01,Drywall Repair - MISC,,28.0,73.47,2057.16,2057.16,1,,
CLM-46758,Franchise_TX_01,Dehumidifier Rental,,46.0,96.57,4442.22,2875.04,0,,
CLM-51436,Franchise_TX_01,Antimicrobial Treatment,,37.0,20.43,755.91,755.91,1,,
CLM-70472,Franchise_NY_12,Water Extraction,,12.0,29.42,353.04,353.04,1,,
CLM-31228,Franchise_FL_04,Water Extraction,2025-07-25,29.0,119.77,3473.33,3473.33,1,7.0,4.0
CLM-58798,Franchise_TX_01,Dehumidifier Rental - MISC,,23.0,64.54,1484.42,705.37,0,,
CLM-81657,Franchise_FL_04,Water Extraction,2025-10-11,39.0,88.33,3444.87,3444.87,1,10.0,5.0
CLM-43157,Franchise_FL_04,Baseboard Replacement,2025-11-15,32.0,57.64,1844.48,1844.48,1,11.0,5.0
CLM-72063,Franchise_NY_12,Antimicrobial Treatment,,7.0,91.07,637.49,385.72,0,,
CLM-11310,Franchise_NY_12,Dehumidifier Rental,,15.0,62.04,930.6,930.6,1,,
CLM-28326,Franchise_NY_12,Antimicrobial Treatment,,2.0,88.82,177.64,177.64,1,,
CLM-97944,Franchise_TX_01,Dehumidifier Rental,,19.0,26.35,500.65,500.65,1,,
CLM-37887,Franchise_NY_12,Antimicrobial Treatment,,9.0,56.51,508.59,508.59,1,,
CLM-91781,Franchise_TX_01,Antimicrobial Treatment - MISC,,41.0,25.5,1045.5,1045.5,1,,
CLM-38294,Franchise_TX_01,Drywall Repair,,41.0,70.39,2885.99,2885.99,1,,
CLM-44897,Franchise_TX_01,Drywall Repair - MISC,,37.0,140.76,5208.12,3708.8,0,,
CLM-26288,Franchise_FL_04,Water Extraction,2025-03-15,46.0,63.55,2923.3,2923.3,1,3.0,5.0
CLM-74927,Franchise_TX_01,Water Extraction - MISC,,42.0,60.29,2532.18,2532.18,1,,
CLM-27659,Franchise_TX_01,Antimicrobial Treatment,,16.0,93.73,1499.68,1499.68,1,,
CLM-68505,Franchise_NY_12,Antimicrobial Treatment,,42.0,33.03,1387.26,691.67,0,,
CLM-19279,Franchise_TX_01,Antimicrobial Treatment - MISC,,19.0,60.61,1151.59,482.54,0,,
CLM-51228,Franchise_TX_01,Baseboard Replacement,,18.0,129.44,2329.92,1579.69,0,,
CLM-74359,Franchise_TX_01,Dehumidifier Rental,,34.0,75.45,2565.3,2565.3,1,,
CLM-36572,Franchise_FL_04,Baseboard Replacement,2025-09-08,5.0,65.13,325.65,325.65,1,9.0,0.0
CLM-49478,Franchise_NY_12,Antimicrobial Treatment,,40.0,40.94,1637.6,1637.6,1,,
CLM-56924,Franchise_NY_12,Baseboard Replacement,,18.0,73.7,1326.6,1326.6,1,,
CLM-97640,Franchise_FL_04,Water Extraction,2025-01-19,49.0,82.71,4052.79,3555.95,0,1.0,6.0
CLM-81204,Franchise_TX_01,Baseboard Replacement,,46.0,112.44,5172.24,3599.45,0,,
CLM-63965,Franchise_TX_01,Water Extraction - MISC,,21.0,57.87,1215.27,1215.27,1,,
CLM-81667,Franchise_NY_12,Baseboard Replacement,,38.0,38.6,1466.8,1015.06,0,,
CLM-45036,Franchise_FL_04,Drywall Repair,2025-08-29,3.0,134.95,404.85,404.85,1,8.0,4.0
CLM-88533,Franchise_NY_12,Baseboard Replacement,,35.0,144.76,5066.6,5066.6,1,,
CLM-52716,Franchise_NY_12,Dehumidifier Rental,,38.0,54.42,2067.96,1604.82,0,,
CLM-65021,Franchise_FL_04,Drywall Repair,2025-10-02,42.0,73.5,3087.0,3087.0,1,10.0,3.0
CLM-24530,Franchise_FL_04,Antimicrobial Treatment,2025-06-17,45.0,68.23,3070.35,1242.17,0,6.0,1.0
CLM-14437,Franchise_FL_04,Water Extraction,2025-12-20,1.0,27.1,27.1,27.1,1,12.0,5.0
CLM-11518,Franchise_NY_12,Antimicrobial Treatment,,47.0,117.1,5503.7,4551.46,0,,
CLM-33927,Franchise_NY_12,Dehumidifier Rental,,8.0,85.06,680.48,680.48,1,,
CLM-90039,Franchise_TX_01,Baseboard Replacement,,42.0,121.24,5092.08,5092.08,1,,
CLM-60140,Franchise_TX_01,Baseboard Replacement,,18.0,117.97,2123.46,2123.46,1,,
CLM-89862,Franchise_FL_04,Water Extraction,2025-09-02,29.0,21.93,635.97,295.95,0,9.0,1.0
CLM-45000,Franchise_FL_04,Antimicrobial Treatment,2025-09-04,35.0,115.29,4035.15,4035.15,1,9.0,3.0
CLM-94829,Franchise_NY_12,Antimicrobial Treatment,,8.0,144.94,1159.52,1159.52,1,,
CLM-41103,Franchise_TX_01,Baseboard Replacement,,11.0,133.02,1463.22,1217.2,0,,
CLM-65459,Franchise_TX_01,Dehumidifier Rental,,50.0,26.37,1318.5,1091.6,0,,
CLM-30247,Franchise_NY_12,Baseboard Replacement,,45.0,119.81,5391.45,2618.67,0,,
CLM-96006,Franchise_TX_01,Water Extraction,,46.0,89.92,4136.32,3021.4,0,,
CLM-73324,Franchise_NY_12,Dehumidifier Rental,,24.0,43.35,1040.4,612.71,0,,
CLM-41880,Franchise_FL_04,Drywall Repair,2025-05-06,47.0,80.61,3788.67,3788.67,1,5.0,1.0
CLM-76251,Franchise_TX_01,Dehumidifier Rental - MISC,,22.0,69.92,1538.24,1538.24,1,,
CLM-80571,Franchise_NY_12,Dehumidifier Rental,,48.0,62.7,3009.6,2349.96,0,,
CLM-59457,Franchise_NY_12,Drywall Repair,,28.0,108.35,3033.8,3033.8,1,,
CLM-99503,Franchise_NY_12,Dehumidifier Rental,,39.0,30.17,1176.63,1176.63,1,,
CLM-69078,Franchise_TX_01,Drywall Repair,,8.0,146.04,1168.32,647.06,0,,
CLM-66807,Franchise_TX_01,Dehumidifier Rental - MISC,,1.0,85.5,85.5,85.5,1,,
CLM-89361,Franchise_TX_01,Dehumidifier Rental,,41.0,76.98,3156.18,3156.18,1,,
CLM-53417,Franchise_NY_12,Drywall Repair,,6.0,76.8,460.8,460.8,1,,
CLM-94582,Franchise_FL_04,Baseboard Replacement,2025-04-12,11.0,98.27,1080.97,1080.97,1,4.0,5.0
CLM-83931,Franchise_FL_04,Water Extraction,2025-12-05,42.0,16.88,708.96,372.81,0,12.0,4.0
CLM-34169,Franchise_FL_04,Drywall Repair,2025-09-09,34.0,69.78,2372.52,2372.52,1,9.0,1.0
CLM-23386,Franchise_FL_04,Drywall Repair,2025-10-09,35.0,50.67,1773.45,1773.45,1,10.0,3.0
CLM-39035,Franchise_TX_01,Water Extraction,,5.0,81.24,406.2,272.94,0,,
CLM-74493,Franchise_FL_04,Antimicrobial Treatment,2025-11-19,1.0,57.5,57.5,57.5,1,11.0,2.0
CLM-12077,Franchise_FL_04,Dehumidifier Rental,2025-07-12,25.0,71.12,1778.0,932.38,0,7.0,5.0
CLM-44904,Franchise_NY_12,Antimicrobial Treatment,,11.0,118.33,1301.63,1301.63,1,,
CLM-86169,Franchise_TX_01,Water Extraction - MISC,,15.0,127.93,1918.95,929.78,0,,
CLM-31717,Franchise_FL_04,Antimicrobial Treatment,2025-10-13,28.0,149.49,4185.72,4185.72,1,10.0,0.0
CLM-86815,Franchise_FL_04,Baseboard Replacement,2025-07-30,40.0,74.73,2989.2,2989.2,1,7.0,2.0
CLM-55773,Franchise_NY_12,Dehumidifier Rental,,6.0,149.45,896.7,896.7,1,,
CLM-52277,Franchise_FL_04,Baseboard Replacement,2025-06-18,50.0,112.1,5605.0,5605.0,1,6.0,2.0
CLM-22548,Franchise_NY_12,Antimicrobial Treatment,,40.0,120.73,4829.2,4243.1,0,,
CLM-96931,Franchise_NY_12,Water Extraction,,21.0,70.38,1477.98,1096.36,0,,
CLM-38666,Franchise_NY_12,Water Extraction,,35.0,85.98,3009.3,3009.3,1,,
CLM-90084,Franchise_FL_04,Water Extraction,2025-10-04,8.0,52.65,421.2,421.2,1,10.0,5.0
CLM-86953,Franchise_FL_04,Antimicrobial Treatment,2025-07-18,27.0,108.27,2923.29,2923.29,1,7.0,4.0
CLM-14886,Franchise_NY_12,Drywall Repair,,1.0,58.63,58.63,58.63,1,,
CLM-99556,Franchise_NY_12,Antimicrobial Treatment,,36.0,92.97,3346.92,3346.92,1,,
CLM-15119,Franchise_NY_12,Drywall Repair,,47.0,41.64,1957.08,1531.65,0,,
CLM-11186,Franchise_FL_04,Water Extraction,2025-04-01,15.0,139.82,2097.3,2097.3,1,4.0,1.0
CLM-56250,Franchise_NY_12,Water Extraction,,21.0,93.21,1957.41,1957.41,1,,
CLM-83748,Franchise_TX_01,Antimicrobial Treatment,,7.0,54.27,379.89,161.9,0,,
CLM-48722,Franchise_TX_01,Dehumidifier Rental,,43.0,82.68,3555.24,3555.24,1,,
CLM-18719,Franchise_TX_01,Baseboard Replacement,,43.0,59.92,2576.56,2576.56,1,,
CLM-56068,Franchise_TX_01,Baseboard Replacement,,37.0,132.83,4914.71,4914.71,1,,
CLM-35322,Franchise_FL_04,Baseboard Replacement,2025-08-20,48.0,95.08,4563.84,3971.02,0,8.0,2.0
CLM-94584,Franchise_NY_12,Dehumidifier Rental,,43.0,47.03,2022.29,2022.29,1,,
CLM-84660,Franchise_NY_12,Water Extraction,,41.0,144.91,5941.31,5941.31,1,,
CLM-55343,Franchise_NY_12,Dehumidifier Rental,,1.0,37.29,37.29,31.49,0,,
CLM-91669,Franchise_NY_12,Drywall Repair,,16.0,18.21,291.36,291.36,1,,
CLM-24258,Franchise_TX_01,Baseboard Replacement - MISC,,39.0,95.02,3705.78,2087.48,0,,
CLM-30772,Franchise_NY_12,Water Extraction,,22.0,58.69,1291.18,660.27,0,,
CLM-81903,Franchise_NY_12,Baseboard Replacement,,9.0,56.57,509.13,509.13,1,,
CLM-57696,Franchise_NY_12,Dehumidifier Rental,,10.0,137.95,1379.5,1056.36,0,,
CLM-37109,Franchise_TX_01,Dehumidifier Rental,,41.0,87.82,3600.62,3600.62,1,,
CLM-58651,Franchise_TX_01,Baseboard Replacement,,5.0,149.52,747.6,495.21,0,,
CLM-66216,Franchise_TX_01,Drywall Repair,,6.0,63.56,381.36,199.2,0,,
CLM-44886,Franchise_TX_01,Antimicrobial Treatment,,11.0,123.5,1358.5,933.59,0,,
CLM-55442,Franchise_NY_12,Baseboard Replacement,,15.0,117.77,1766.55,1766.55,1,,
CLM-55251,Franchise_FL_04,Baseboard Replacement,2025-07-19,33.0,18.14,598.62,598.62,1,7.0,5.0
CLM-44655,Franchise_NY_12,Dehumidifier Rental,,10.0,137.54,1375.4,919.64,0,,
CLM-84849,Franchise_TX_01,Dehumidifier Rental - MISC,,43.0,41.95,1803.85,1803.85,1,,
CLM-80178,Franchise_FL_04,Antimicrobial Treatment,2025-02-26,43.0,121.62,5229.66,3899.22,0,2.0,2.0
CLM-48801,Franchise_TX_01,Baseboard Replacement,,16.0,88.82,1421.12,1213.15,0,,
CLM-49641,Franchise_NY_12,Antimicrobial Treatment,,12.0,149.08,1788.96,1297.43,0,,
CLM-83032,Franchise_TX_01,Dehumidifier Rental,,2.0,143.89,287.78,287.78,1,,
CLM-11019,Franchise_NY_12,Drywall Repair,,30.0,99.22,2976.6,2976.6,1,,
CLM-74744,Franchise_TX_01,Antimicrobial Treatment,,16.0,112.07,1793.12,1793.12,1,,
CLM-32276,Franchise_NY_12,Baseboard Replacement,,19.0,146.18,2777.42,1232.31,0,,
CLM-22782,Franchise_NY_12,Dehumidifier Rental,,5.0,115.73,578.65,578.65,1,,
CLM-61841,Franchise_TX_01,Water Extraction,,35.0,125.96,4408.6,4408.6,1,,
CLM-46215,Franchise_TX_01,Baseboard Replacement - MISC,,22.0,98.25,2161.5,1760.51,0,,
CLM-74778,Franchise_TX_01,Antimicrobial Treatment - MISC,,37.0,27.74,1026.38,1026.38,1,,
CLM-44820,Franchise_NY_12,Drywall Repair,,15.0,107.46,1611.9,1611.9,1,,
CLM-73474,Franchise_TX_01,Antimicrobial Treatment,,30.0,136.07,4082.1,2886.17,0,,
CLM-59790,Franchise_TX_01,Drywall Repair,,9.0,49.22,442.98,442.98,1,,
CLM-86007,Franchise_FL_04,Drywall Repair,2025-10-05,45.0,19.83,892.35,593.48,0,10.0,6.0
CLM-92428,Franchise_TX_01,Drywall Repair,,37.0,79.84,2954.08,1206.69,0,,
CLM-62165,Franchise_NY_12,Antimicrobial Treatment,,15.0,92.21,1383.15,1383.15,1,,
CLM-98436,Franchise_FL_04,Water Extraction,2025-11-17,3.0,117.21,351.63,165.73,0,11.0,0.0
CLM-11313,Franchise_FL_04,Antimicrobial Treatment,2025-08-19,22.0,86.68,1906.96,1906.96,1,8.0,1.0
CLM-43963,Franchise_NY_12,Antimicrobial Treatment,,26.0,137.07,3563.82,3563.82,1,,
CLM-50514,Franchise_FL_04,Dehumidifier Rental,2025-05-09,42.0,129.07,5420.94,3946.41,0,5.0,4.0
CLM-41732,Franchise_FL_04,Dehumidifier Rental,2025-11-16,29.0,135.16,3919.64,3919.64,1,11.0,6.0
CLM-96763,Franchise_NY_12,Baseboard Replacement,,12.0,67.78,813.36,813.36,1,,
CLM-68494,Franchise_TX_01,Water Extraction,,37.0,39.04,1444.48,1444.48,1,,
CLM-16832,Franchise_FL_04,Antimicrobial Treatment,2025-11-21,27.0,122.05,3295.35,2490.79,0,11.0,4.0
CLM-59536,Franchise_FL_04,Baseboard Replacement,2025-09-09,40.0,86.61,3464.4,3464.4,1,9.0,1.0
CLM-83585,Franchise_TX_01,Antimicrobial Treatment,,23.0,61.01,1403.23,1403.23,1,,
CLM-84073,Franchise_NY_12,Water Extraction,,27.0,148.4,4006.8,2930.8,0,,
CLM-66102,Franchise_FL_04,Water Extraction,2025-03-18,7.0,37.69,263.83,220.06,0,3.0,1.0
CLM-12695,Franchise_FL_04,Antimicrobial Treatment,2025-08-09,40.0,21.09,843.6,843.6,1,8.0,5.0
CLM-21842,Franchise_NY_12,Water Extraction,,24.0,106.41,2553.84,2553.84,1,,
CLM-86317,Franchise_TX_01,Water Extraction - MISC,,27.0,26.86,725.22,725.22,1,,
CLM-45680,Franchise_TX_01,Baseboard Replacement,,18.0,16.02,288.36,182.34,0,,
CLM-31131,Franchise_NY_12,Dehumidifier Rental,,49.0,54.55,2672.95,2672.95,1,,
CLM-93449,Franchise_NY_12,Baseboard Replacement,,45.0,88.61,3987.45,3987.45,1,,
CLM-91267,Franchise_NY_12,Antimicrobial Treatment,,25.0,77.58,1939.5,929.3,0,,
CLM-87958,Franchise_FL_04,Dehumidifier Rental,2025-07-06,21.0,36.62,769.02,769.02,1,7.0,6.0
CLM-53814,Franchise_FL_04,Dehumidifier Rental,2025-02-05,25.0,52.35,1308.75,620.0,0,2.0,2.0
CLM-38836,Franchise_FL_04,Baseboard Replacement,2025-02-05,19.0,89.56,1701.64,1701.64,1,2.0,2.0
CLM-98792,Franchise_TX_01,Drywall Repair,,18.0,54.06,973.08,973.08,1,,
CLM-78711,Franchise_NY_12,Baseboard Replacement,,26.0,96.46,2507.96,2507.96,1,,
CLM-28743,Franchise_TX_01,Drywall Repair,,39.0,78.25,3051.75,3051.75,1,,
CLM-58723,Franchise_FL_04,Antimicrobial Treatment,2025-05-26,20.0,71.77,1435.4,1288.47,0,5.0,0.0
CLM-11064,Franchise_FL_04,Baseboard Replacement,2025-02-19,13.0,82.67,1074.71,525.14,0,2.0,2.0
CLM-98924,Franchise_FL_04,Water Extraction,2025-04-19,8.0,81.79,654.32,654.32,1,4.0,5.0
CLM-43796,Franchise_NY_12,Water Extraction,,25.0,48.94,1223.5,1223.5,1,,
CLM-23837,Franchise_NY_12,Water Extraction,,45.0,100.76,4534.2,4534.2,1,,
CLM-81637,Franchise_TX_01,Dehumidifier Rental,,29.0,39.2,1136.8,1136.8,1,,
CLM-39137,Franchise_FL_04,Baseboard Replacement,2025-09-09,7.0,149.85,1048.95,1048.95,1,9.0,1.0
CLM-21159,Franchise_NY_12,Drywall Repair,,23.0,148.29,3410.67,1856.24,0,,
CLM-69171,Franchise_NY_12,Dehumidifier Rental,,11.0,93.3,1026.3,530.77,0,,
CLM-24694,Franchise_FL_04,Dehumidifier Rental,2025-11-07,42.0,126.27,5303.34,4709.09,0,11.0,4.0
CLM-54392,Franchise_TX_01,Dehumidifier Rental,,14.0,113.14,1583.96,718.96,0,,
CLM-49390,Franchise_NY_12,Antimicrobial Treatment,,6.0,85.11,510.66,510.66,1,,
CLM-37322,Franchise_NY_12,Antimicrobial Treatment,,16.0,117.31,1876.96,1876.96,1,,
CLM-84986,Franchise_FL_04,Drywall Repair,2025-10-29,20.0,120.76,2415.2,1690.19,0,10.0,2.0
CLM-30316,Franchise_NY_12,Dehumidifier Rental,,10.0,136.75,1367.5,1157.33,0,,
CLM-69802,Franchise_FL_04,Baseboard Replacement,2025-12-10,6.0,68.63,411.78,219.4,0,12.0,2.0
CLM-54758,Franchise_NY_12,Drywall Repair,,47.0,144.93,6811.71,6811.71,1,,
CLM-46225,Franchise_NY_12,Dehumidifier Rental,,35.0,101.51,3552.85,3552.85,1,,
CLM-74298,Franchise_FL_04,Water Extraction,2025-08-10,24.0,110.43,2650.32,2003.96,0,8.0,6.0
CLM-39287,Franchise_NY_12,Drywall Repair,,10.0,53.44,534.4,534.4,1,,
CLM-61835,Franchise_NY_12,Dehumidifier Rental,,42.0,24.76,1039.92,1039.92,1,,
CLM-50404,Franchise_NY_12,Baseboard Replacement,,39.0,127.56,4974.84,4974.84,1,,
CLM-75267,Franchise_FL_04,Dehumidifier Rental,2025-01-14,28.0,103.09,2886.52,2387.25,0,1.0,1.0
CLM-23469,Franchise_FL_04,Antimicrobial Treatment,2025-08-13,31.0,145.15,4499.65,4499.65,1,8.0,2.0
CLM-33064,Franchise_NY_12,Baseboard Replacement,,41.0,119.51,4899.91,2860.55,0,,
CLM-82911,Franchise_TX_01,Dehumidifier Rental,,45.0,56.63,2548.35,2548.35,1,,
CLM-91201,Franchise_TX_01,Antimicrobial Treatment - MISC,,31.0,40.93,1268.83,762.86,0,,
CLM-19957,Franchise_NY_12,Antimicrobial Treatment,,22.0,89.78,1975.16,1595.37,0,,
CLM-94622,Franchise_TX_01,Baseboard Replacement,,34.0,100.89,3430.26,3430.26,1,,
